Saison;Num_match;Competition;dom_ext;Gagne_perdu;Adversaire;Capitaine;Starter/bench;Joueur;Minutes;Secondes;Secondes(minutes);Tps_jeu_decimal;Tirs_marques;Tirs_tentes;%Tirs;2pts_marques;2pts_tentes;%2pts;3pts_marques;3pts_tentes;%3pts;LF_marques;LF_tentes;%LF;Pts_apres_balles_perdues;Points_int;Point_2eme_chance;Points_CA;Points_banc;Ecart_max;Serie_max;Pts;RO;RD;RT;PD;BP;INT;CT;CTS;F;FPR;+/-;EVAL;N°;JOUEUR
24-25;21;Championat de France;Exterieur;Defaite;Charleville-Mézières;;Banc;TOTAUX EQUIPE;;;;;19;57;0,33;16;41;0,39;3;16;0,19;18;19;0,95;13;18;3;9;21;7;8;59;12;30;42;17;21;6;3;1;19;17;0;67;0;TOTAUX EQUIPE
24-25;22;Championat de France;Domicile;Defaite;Bourges;;Starter;A. Ngo Ndjock;31;26;0,43;26,43;4;11;0,36;4;7;0,57;0;4;0;1;1;1;;;;;;;;9;0;6;6;5;4;1;0;0;1;3;-4;10;0;A. Ngo Ndjock
24-25;22;Championat de France;Domicile;Defaite;Bourges;;Starter;L. Mendez Camps;17;50;0,83;50,83;1;5;0,2;1;1;1;0;4;0;2;2;1;;;;;;;;4;1;3;4;0;2;1;0;0;1;2;-5;3;7;L. Mendez Camps
24-25;22;Championat de France;Domicile;Defaite;Bourges;;Starter;A. Alston;28;9;0,15;9,15;0;10;0;0;5;0;0;5;0;7;7;1;;;;;;;;7;2;0;2;2;1;0;0;0;2;5;-9;0;22;A. Alston
24-25;22;Championat de France;Domicile;Defaite;Bourges;;Starter;O. Diarisso;27;56;0,93;56,93;6;7;0,86;5;6;0,83;1;1;1;0;0;;;;;;;;;13;1;5;6;1;0;3;0;0;1;0;0;22;23;O. Diarisso
24-25;22;Championat de France;Domicile;Defaite;Bourges;Capitaine;Starter;E. Tahane(C);25;59;0,98;59,98;4;8;0,5;4;7;0,57;0;1;0;0;0;;;;;;;;;8;2;3;5;1;2;0;1;0;2;0;-7;9;31;E. Tahane(C)
24-25;22;Championat de France;Domicile;Defaite;Bourges;;Banc;A. Merceron;18;0;0;0;2;3;0,67;2;3;0,67;0;0;;2;2;1;;;;;;;;6;0;1;1;1;1;1;1;0;0;1;10;8;4;A. Merceron
24-25;22;Championat de France;Domicile;Defaite;Bourges;;Banc;M. Kaba;13;27;0,45;27,45;3;5;0,6;3;4;0,75;0;1;0;2;2;1;;;;;;;;8;1;0;1;0;3;0;0;0;5;1;-6;4;5;M. Kaba
24-25;22;Championat de France;Domicile;Defaite;Bourges;;Banc;M. Dursus;15;5;0,08;5,08;3;6;0,5;3;4;0,75;0;2;0;0;1;0;;;;;;;;6;0;3;3;0;0;0;1;0;2;4;2;6;8;M. Dursus
24-25;22;Championat de France;Domicile;Defaite;Bourges;;Banc;I. Nguinabe;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;3;0;10;I. Nguinabe
24-25;22;Championat de France;Domicile;Defaite;Bourges;;Banc;J. Adams;20;28;0,47;28,47;1;6;0,17;1;4;0,25;0;2;0;1;2;0,5;;;;;;;;3;3;2;5;2;2;2;0;0;1;1;-12;4;24;J. Adams
24-25;22;Championat de France;Domicile;Defaite;Bourges;;Banc;J. Bayssiere;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;3;0;91;J. Bayssiere
24-25;22;Championat de France;Domicile;Defaite;Bourges;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;3;0;0;0;0;0;0;0;0;0;0;Team / Coach
24-25;22;Championat de France;Domicile;Defaite;Bourges;;Banc;TOTAUX EQUIPE;;;;;24;61;0,39;23;41;0,56;1;20;0,05;15;17;0,88;17;36;13;12;23;8;8;64;11;25;36;12;15;8;3;0;15;17;0;69;0;TOTAUX EQUIPE
25-26;1;Championat de France;Exterieur;;Roche Vendée;Capitaine;Starter;A. Ngo Ndjock(C);32;39;0,65;32,65;;;;;;;;;;;;;;;;;;;;32;3;7;10;1;3;3;0;0;1;7;5;23;0;A. Ngo Ndjock(C)
25-26;1;Championat de France;Exterieur;;Roche Vendée;;Starter;L. Mendez Camps;23;39;0,65;23,65;;;;;;;0;2;0;0;0;;;;;;;;;8;1;1;2;5;1;0;0;0;2;0;12;8;7;L. Mendez Camps
25-26;1;Championat de France;Exterieur;;Roche Vendée;;Starter;B. Zempare;19;56;0,93;19,93;;;;;;;0;0;;0;0;;;;;;;;;2;4;3;7;1;0;1;1;0;2;1;0;8;21;B. Zempare
25-26;1;Championat de France;Exterieur;;Roche Vendée;;Starter;O. Diarisso;27;56;0,93;27,93;;;;;;;0;1;0;0;0;;;;;;;;;4;5;3;8;0;1;2;0;1;3;2;5;8;23;O. Diarisso
25-26;1;Championat de France;Exterieur;;Roche Vendée;;Starter;E. Mahoutou;31;32;0,53;31,53;;;;;;;0;0;;0;0;;;;;;;;;6;2;2;4;1;1;3;0;0;3;2;13;13;26;E. Mahoutou
25-26;1;Championat de France;Exterieur;;Roche Vendée;;Banc;M. Dursus;10;26;0,43;10,43;;;;;;;0;1;0;0;1;0;;;;;;;;2;0;0;0;1;1;0;1;1;2;1;-4;-3;8;M. Dursus
25-26;1;Championat de France;Exterieur;;Roche Vendée;;Banc;M. Williams;26;49;0,82;26,82;;;;;;;;;;;;;;;;;;;;9;2;3;5;0;3;1;0;0;4;2;10;5;25;M. Williams
25-26;1;Championat de France;Exterieur;;Roche Vendée;;Banc;R. Le Seyec;12;24;0,4;12,4;;;;0;0;;;;;;;;;;;;;;;6;1;3;4;0;1;0;0;0;2;2;3;8;27;R. Le Seyec
25-26;1;Championat de France;Exterieur;;Roche Vendée;;Banc;M. Debaut;14;39;0,65;14,65;;;;0;3;0;;;;0;0;;;;;;;;;3;0;2;2;1;1;1;0;0;3;0;-4;-1;30;M. Debaut
25-26;1;Championat de France;Exterieur;;Roche Vendée;;Banc;J. Bayssiere;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;91;J. Bayssiere
25-26;1;Championat de France;Exterieur;;Roche Vendée;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;5;0;5;0;2;0;0;0;0;0;0;0;0;Team / Coach
25-26;1;Championat de France;Exterieur;;Roche Vendée;;Banc;TOTAUX EQUIPE;;;;;27;80;0,34;22;55;0,4;;;;13;16;0,81;20;40;11;11;20;12;7;72;23;24;47;10;14;11;2;2;22;17;0;72;0;TOTAUX EQUIPE
25-26;2;Championat de France;Domicile;;Lyon Asvel Féminin;Capitaine;Starter;A. Ngo Ndjock(C);29;27;0,45;29,45;;;;;;;;;;;;;;;;;;;;13;1;2;3;5;4;1;0;0;2;4;8;8;0;A. Ngo Ndjock(C)
25-26;2;Championat de France;Domicile;;Lyon Asvel Féminin;;Starter;L. Mendez Camps;25;22;0,37;25,37;;;;0;1;0;;;;;;;;;;;;;;10;0;3;3;4;2;1;0;0;1;4;5;11;7;L. Mendez Camps
25-26;2;Championat de France;Domicile;;Lyon Asvel Féminin;;Starter;B. Zempare;8;2;0,03;8,03;0;2;0;0;1;0;0;1;0;0;2;0;;;;;;;;0;0;2;2;0;1;0;0;0;3;1;-6;-3;21;B. Zempare
25-26;2;Championat de France;Domicile;;Lyon Asvel Féminin;;Starter;O. Diarisso;33;0;0;33;;;;;;;0;1;0;;;;;;;;;;;12;3;10;13;1;3;0;0;0;1;7;4;21;23;O. Diarisso
25-26;2;Championat de France;Domicile;;Lyon Asvel Féminin;;Starter;E. Mahoutou;31;25;0,42;31,42;;;;;;;0;0;;0;1;0;;;;;;;;4;1;1;2;2;1;2;0;0;5;3;11;7;26;E. Mahoutou
25-26;2;Championat de France;Domicile;;Lyon Asvel Féminin;;Banc;C. Cherry;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;6;C. Cherry
25-26;2;Championat de France;Domicile;;Lyon Asvel Féminin;;Banc;M. Dursus;14;49;0,82;14,82;;;;;;;;;;;;;;;;;;;;8;0;1;1;0;2;0;0;1;1;2;-9;3;8;M. Dursus
25-26;2;Championat de France;Domicile;;Lyon Asvel Féminin;;Banc;L. Laisney;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;10;L. Laisney
25-26;2;Championat de France;Domicile;;Lyon Asvel Féminin;;Banc;M. Williams;23;12;0,2;23,2;;;;;;;0;1;0;;;;;;;;;;;6;2;3;5;1;3;0;0;0;3;1;-4;4;25;M. Williams
25-26;2;Championat de France;Domicile;;Lyon Asvel Féminin;;Banc;R. Le Seyec;19;24;0,4;19,4;;;;;;;;;;0;0;;;;;;;;;7;1;1;2;1;0;0;0;0;3;0;5;7;27;R. Le Seyec
25-26;2;Championat de France;Domicile;;Lyon Asvel Féminin;;Banc;M. Debaut;15;9;0,15;15,15;0;3;0;0;0;;0;3;0;;;;;;;;;;;2;1;1;2;0;2;1;0;0;3;2;-4;0;30;M. Debaut
25-26;2;Championat de France;Domicile;;Lyon Asvel Féminin;;Banc;J. Bayssiere;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;91;J. Bayssiere
25-26;2;Championat de France;Domicile;;Lyon Asvel Féminin;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;0;3;3;0;2;0;0;0;0;0;0;0;0;Team / Coach
25-26;2;Championat de France;Domicile;;Lyon Asvel Féminin;;Banc;TOTAUX EQUIPE;;;;;20;51;0,39;14;28;0,5;;;;16;23;0,7;9;22;8;8;23;18;17;62;9;27;36;14;20;5;0;1;22;24;0;59;0;TOTAUX EQUIPE
25-26;3;Championat de France;Exterieur;;Chartres;Capitaine;Starter;A. Ngo Ndjock(C);22;11;0,18;22,18;;;;;;;;;;;;;;;;;;;;16;0;0;0;3;4;1;0;0;3;3;-6;8;0;A. Ngo Ndjock(C)
25-26;3;Championat de France;Exterieur;;Chartres;;Starter;L. Mendez Camps;26;57;0,95;26,95;;;;;;;0;4;0;;;;;;;;;;;9;0;3;3;5;5;2;0;0;1;2;-8;2;7;L. Mendez Camps
25-26;3;Championat de France;Exterieur;;Chartres;;Starter;B. Zempare;15;22;0,37;15,37;;;;;;;0;1;0;0;0;;;;;;;;;4;1;3;4;0;0;0;0;0;2;1;-10;7;21;B. Zempare
25-26;3;Championat de France;Exterieur;;Chartres;;Starter;O. Diarisso;29;9;0,15;29,15;;;;;;;0;0;;;;;;;;;;;;10;3;2;5;1;2;1;3;0;3;4;-13;15;23;O. Diarisso
25-26;3;Championat de France;Exterieur;;Chartres;;Starter;E. Mahoutou;36;23;0,38;36,38;;;;;;;0;0;;0;3;0;;;;;;;;4;2;4;6;2;1;1;1;0;4;3;-12;10;26;E. Mahoutou
25-26;3;Championat de France;Exterieur;;Chartres;;Banc;M. Dursus;27;41;0,68;27,68;;;;;;;;;;;;;;;;;;;;18;0;1;1;1;0;0;0;0;2;3;-8;16;8;M. Dursus
25-26;3;Championat de France;Exterieur;;Chartres;;Banc;L. Petiteau;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;-2;0;10;L. Petiteau
25-26;3;Championat de France;Exterieur;;Chartres;;Banc;M. Williams;25;51;0,85;25,85;;;;;;;0;1;0;;;;;;;;;;;13;5;4;9;2;2;0;0;0;5;4;-2;15;25;M. Williams
25-26;3;Championat de France;Exterieur;;Chartres;;Banc;R. Le Seyec;15;46;0,77;15,77;;;;;;;0;1;0;;;;;;;;;;;4;1;4;5;0;1;2;0;0;3;2;6;7;27;R. Le Seyec
25-26;3;Championat de France;Exterieur;;Chartres;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;2;0;2;0;0;0;0;0;0;0;0;Team / Coach
25-26;3;Championat de France;Exterieur;;Chartres;;Banc;TOTAUX EQUIPE;;;;;28;61;0,46;24;47;0,51;;;;18;26;0,69;16;42;14;7;35;;6;78;13;22;35;14;17;7;4;0;23;22;0;80;0;TOTAUX EQUIPE
25-26;4;Championat de France;Domicile;;Basket Landes;Capitaine;Starter;L. Mendez Camps(C);34;30;0,5;34,5;;;;;;;;;;;;;;;;;;;;10;0;0;0;10;3;1;0;1;1;1;8;9;6;L. Mendez Camps(C)
25-26;4;Championat de France;Domicile;;Basket Landes;;Starter;E. Mahoutou;36;57;0,95;36,95;;;;;;;0;0;;0;0;;;;;;;;;8;0;3;3;4;2;3;0;1;2;0;0;13;7;E. Mahoutou
25-26;4;Championat de France;Domicile;;Basket Landes;;Starter;M. Williams;18;58;0,97;18,97;;;;;;;0;1;0;;;;;;;;;;;6;1;2;3;1;2;0;0;0;5;1;3;3;10;M. Williams
25-26;4;Championat de France;Domicile;;Basket Landes;;Starter;O. Diarisso;31;30;0,5;31,5;;;;;;;0;1;0;;;;;;;;;;;15;1;12;13;2;0;0;0;0;1;3;13;23;23;O. Diarisso
25-26;4;Championat de France;Domicile;;Basket Landes;;Starter;R. Le Seyec;29;10;0,17;29,17;;;;;;;;;;0;0;;;;;;;;;14;0;3;3;0;2;0;2;0;2;1;-6;14;27;R. Le Seyec
25-26;4;Championat de France;Domicile;;Basket Landes;;Banc;L. Petiteau;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;L. Petiteau
25-26;4;Championat de France;Domicile;;Basket Landes;;Banc;M. Dursus;19;26;0,43;19,43;;;;;;;;;;;;;;;;;;;;17;1;4;5;2;1;0;0;0;4;5;7;18;8;M. Dursus
25-26;4;Championat de France;Domicile;;Basket Landes;;Banc;B. Zempare;20;22;0,37;20,37;;;;;;;;;;0;0;;;;;;;;;5;0;4;4;0;0;0;0;0;1;0;-3;8;21;B. Zempare
25-26;4;Championat de France;Domicile;;Basket Landes;;Banc;C. Cherry;4;5;0,08;4,08;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;1;-10;0;30;C. Cherry
25-26;4;Championat de France;Domicile;;Basket Landes;;Banc;J. Bayssiere;4;3;0,05;4,05;0;1;0;0;1;0;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;1;1;0;-2;-1;91;J. Bayssiere
25-26;4;Championat de France;Domicile;;Basket Landes;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;1;3;4;0;1;0;0;0;0;0;0;0;0;Team / Coach
25-26;4;Championat de France;Domicile;;Basket Landes;;Banc;TOTAUX EQUIPE;;;;;30;63;0,48;25;48;0,52;;;;;;;10;34;2;11;22;9;9;75;4;31;35;19;11;4;2;3;17;12;0;90;0;TOTAUX EQUIPE
25-26;5;Championat de France;Exterieur;;Charleville-Mézières;Capitaine;Starter;L. Mendez Camps(C);28;29;0,48;28,48;;;;;;;;;;0;0;;;;;;;;;8;0;1;1;4;3;1;0;0;1;2;-18;9;7;L. Mendez Camps(C)
25-26;5;Championat de France;Exterieur;;Charleville-Mézières;;Starter;O. Diarisso;21;3;0,05;21,05;;;;;;;0;1;0;;;;;;;;;;;4;2;3;5;1;0;3;0;1;2;1;-21;5;23;O. Diarisso
25-26;5;Championat de France;Exterieur;;Charleville-Mézières;;Starter;M. Williams;21;56;0,93;21,93;;;;0;7;0;;;;0;0;;;;;;;;;6;1;4;5;4;4;1;1;0;3;1;-29;3;25;M. Williams
25-26;5;Championat de France;Exterieur;;Charleville-Mézières;;Starter;E. Mahoutou;32;12;0,2;32,2;;;;;;;0;0;;0;0;;;;;;;;;2;0;3;3;0;0;1;1;0;4;1;-28;5;26;E. Mahoutou
25-26;5;Championat de France;Exterieur;;Charleville-Mézières;;Starter;R. Le Seyec;21;18;0,3;21,3;;;;;;;0;1;0;0;0;;;;;;;;;2;1;1;2;0;2;0;0;0;3;1;-23;-3;27;R. Le Seyec
25-26;5;Championat de France;Exterieur;;Charleville-Mézières;;Banc;C. Cherry;8;8;0,13;8,13;;;;;;;0;0;;0;2;0;;;;;;;;2;1;1;2;0;3;1;0;0;0;1;-3;0;6;C. Cherry
25-26;5;Championat de France;Exterieur;;Charleville-Mézières;;Banc;M. Dursus;26;1;0,02;26,02;;;;;;;;;;;;;;;;;;;;14;0;2;2;2;3;0;0;0;3;6;-13;8;8;M. Dursus
25-26;5;Championat de France;Exterieur;;Charleville-Mézières;;Banc;L. Petiteau;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;10;L. Petiteau
25-26;5;Championat de France;Exterieur;;Charleville-Mézières;;Banc;B. Zempare;31;18;0,3;31,3;;;;;;;0;3;0;;;;;;;;;;;9;2;5;7;2;0;1;0;0;4;2;-21;11;21;B. Zempare
25-26;5;Championat de France;Exterieur;;Charleville-Mézières;;Banc;J. Bayssiere;9;4;0,07;9,07;0;1;0;0;0;;0;1;0;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;-1;91;J. Bayssiere
25-26;5;Championat de France;Exterieur;;Charleville-Mézières;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;2;1;3;0;3;0;0;0;0;0;0;0;0;Team / Coach
25-26;5;Championat de France;Exterieur;;Charleville-Mézières;;Banc;TOTAUX EQUIPE;;;;;17;57;0,3;;;;;;;;;;12;18;6;4;25;;7;47;9;21;30;13;18;8;2;1;20;15;0;37;0;TOTAUX EQUIPE
25-26;6;Championat de France;Domicile;;Villeneuve d'Ascq;Capitaine;Starter;A. Ngo Ndjock(C);32;45;0,75;32,75;;;;;;;;;;;;;;;;;;;;20;0;2;2;4;2;2;0;1;2;5;-3;14;0;A. Ngo Ndjock(C)
25-26;6;Championat de France;Domicile;;Villeneuve d'Ascq;;Starter;L. Mendez Camps;24;34;0,57;24,57;;;;;;;;;;0;0;;;;;;;;;7;3;0;3;7;3;3;0;0;1;1;-13;10;7;L. Mendez Camps
25-26;6;Championat de France;Domicile;;Villeneuve d'Ascq;;Starter;O. Diarisso;19;17;0,28;19,28;;;;;;;0;0;;0;0;;;;;;;;;4;1;4;5;2;1;0;0;0;4;0;-19;6;23;O. Diarisso
25-26;6;Championat de France;Domicile;;Villeneuve d'Ascq;;Starter;E. Mahoutou;35;14;0,23;35,23;;;;;;;0;0;;0;0;;;;;;;;;8;2;1;3;1;0;1;0;0;1;0;-21;8;26;E. Mahoutou
25-26;6;Championat de France;Domicile;;Villeneuve d'Ascq;;Starter;R. Le Seyec;17;17;0,28;17,28;;;;;;;0;1;0;;;;;;;;;;;6;1;1;2;0;0;0;0;0;3;2;2;3;27;R. Le Seyec
25-26;6;Championat de France;Domicile;;Villeneuve d'Ascq;;Banc;C. Cherry;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;6;C. Cherry
25-26;6;Championat de France;Domicile;;Villeneuve d'Ascq;;Banc;M. Dursus;27;6;0,1;27,1;;;;;;;;;;0;0;;;;;;;;;9;2;1;3;3;1;3;0;2;2;1;1;13;8;M. Dursus
25-26;6;Championat de France;Domicile;;Villeneuve d'Ascq;;Banc;B. Zempare;20;40;0,67;20,67;;;;;;;0;0;;0;1;0;;;;;;;;6;2;3;5;0;1;0;0;0;1;2;11;8;21;B. Zempare
25-26;6;Championat de France;Domicile;;Villeneuve d'Ascq;;Banc;M. Williams;23;7;0,12;23,12;;;;;;;;;;;;;;;;;;;;9;1;3;4;1;3;0;0;1;0;2;-8;2;25;M. Williams
25-26;6;Championat de France;Domicile;;Villeneuve d'Ascq;;Banc;J. Bayssiere;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;91;J. Bayssiere
25-26;6;Championat de France;Domicile;;Villeneuve d'Ascq;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;4;1;5;0;1;0;0;0;0;0;0;0;0;Team / Coach
25-26;6;Championat de France;Domicile;;Villeneuve d'Ascq;;Banc;TOTAUX EQUIPE;;;;;27;70;0,39;22;47;0,47;;;;;;;23;40;16;4;24;3;13;69;16;16;32;18;12;9;0;4;14;13;0;68;0;TOTAUX EQUIPE
25-26;7;Championat de France;Exterieur;;Lattes Montpellier;Capitaine;Starter;A. Ngo Ndjock(C);30;41;0,68;30,68;;;;;;;;;;;;;;;;;;;;25;0;3;3;5;3;2;0;1;2;6;22;23;0;A. Ngo Ndjock(C)
25-26;7;Championat de France;Exterieur;;Lattes Montpellier;;Starter;L. Mendez Camps;22;15;0,25;22,25;;;;;;;;;;0;0;;;;;;;;;7;0;0;0;6;2;1;0;0;0;0;10;6;7;L. Mendez Camps
25-26;7;Championat de France;Exterieur;;Lattes Montpellier;;Starter;O. Diarisso;27;37;0,62;27,62;;;;;;;0;0;;;;;;;;;;;;10;0;5;5;4;0;0;0;0;2;3;14;14;23;O. Diarisso
25-26;7;Championat de France;Exterieur;;Lattes Montpellier;;Starter;E. Mahoutou;25;20;0,33;25,33;;;;;;;0;0;;0;0;;;;;;;;;6;2;2;4;1;1;0;0;0;3;0;21;8;26;E. Mahoutou
25-26;7;Championat de France;Exterieur;;Lattes Montpellier;;Starter;R. Le Seyec;14;49;0,82;14,82;;;;;;;0;0;;;;;;;;;;;;4;0;2;2;0;1;0;0;0;1;1;3;4;27;R. Le Seyec
25-26;7;Championat de France;Exterieur;;Lattes Montpellier;;Banc;M. Dursus;22;11;0,18;22,18;;;;;;;;;;;;;;;;;;;;13;0;4;4;6;2;3;0;0;1;0;6;23;8;M. Dursus
25-26;7;Championat de France;Exterieur;;Lattes Montpellier;;Banc;L. Petiteau;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;10;L. Petiteau
25-26;7;Championat de France;Exterieur;;Lattes Montpellier;;Banc;B. Zempare;18;32;0,53;18,53;;;;;;;;;;0;0;;;;;;;;;7;2;6;8;0;1;0;0;0;2;0;-2;13;21;B. Zempare
25-26;7;Championat de France;Exterieur;;Lattes Montpellier;;Banc;M. Williams;21;33;0,55;21,55;;;;;;;0;2;0;;;;;;;;;;;6;1;4;5;0;0;0;2;0;3;2;11;7;25;M. Williams
25-26;7;Championat de France;Exterieur;;Lattes Montpellier;;Banc;M. Debaut;17;2;0,03;17,03;0;6;0;0;2;0;0;4;0;0;0;;;;;;;;;0;0;0;0;0;0;1;0;1;2;2;5;-5;30;M. Debaut
25-26;7;Championat de France;Exterieur;;Lattes Montpellier;;Banc;J. Bayssiere;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;91;J. Bayssiere
25-26;7;Championat de France;Exterieur;;Lattes Montpellier;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;3;0;1;0;0;0;0;0;0;0;0;Team / Coach
25-26;7;Championat de France;Exterieur;;Lattes Montpellier;;Banc;TOTAUX EQUIPE;;;;;30;62;0,48;25;45;0,56;;;;13;18;0,72;18;48;5;11;26;21;11;78;6;28;34;22;11;7;2;2;16;14;0;95;0;TOTAUX EQUIPE
25-26;8;Championat de France;Exterieur;;Landerneau;Capitaine;Starter;A. Ngo Ndjock(C);37;8;0,13;37,13;;;;0;9;0;;;;;;;;;;;;;;18;2;4;6;5;1;2;0;2;3;3;-6;16;0;A. Ngo Ndjock(C)
25-26;8;Championat de France;Exterieur;;Landerneau;;Starter;L. Mendez Camps;26;31;0,52;26,52;;;;;;;;;;0;0;;;;;;;;;11;1;2;3;5;3;0;0;0;4;0;-5;10;7;L. Mendez Camps
25-26;8;Championat de France;Exterieur;;Landerneau;;Starter;O. Diarisso;30;49;0,82;30,82;;;;;;;0;0;;;;;;;;;;;;6;4;10;14;2;5;0;1;0;3;2;-13;12;23;O. Diarisso
25-26;8;Championat de France;Exterieur;;Landerneau;;Starter;E. Mahoutou;35;54;0,9;35,9;;;;;;;0;0;;0;0;;;;;;;;;8;1;7;8;1;0;1;0;0;2;1;-4;14;26;E. Mahoutou
25-26;8;Championat de France;Exterieur;;Landerneau;;Starter;R. Le Seyec;16;42;0,7;16,7;;;;;;;0;1;0;0;0;;;;;;;;;2;0;1;1;1;0;0;1;0;1;1;1;4;27;R. Le Seyec
25-26;8;Championat de France;Exterieur;;Landerneau;;Banc;M. Dursus;19;33;0,55;19,55;;;;;;;;;;;;;;;;;;;;10;1;0;1;1;1;0;0;0;3;2;-8;9;8;M. Dursus
25-26;8;Championat de France;Exterieur;;Landerneau;;Banc;M. Williams;25;50;0,83;25,83;;;;0;3;0;;;;0;0;;;;;;;;;12;2;2;4;1;0;1;0;2;4;0;-2;8;25;M. Williams
25-26;8;Championat de France;Exterieur;;Landerneau;;Banc;M. Debaut;7;3;0,05;7,05;0;2;0;0;1;0;0;1;0;0;0;;;;;;;;;0;0;0;0;1;0;0;0;1;1;1;-3;-1;30;M. Debaut
25-26;8;Championat de France;Exterieur;;Landerneau;;Banc;J. Bayssiere;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;91;J. Bayssiere
25-26;8;Championat de France;Exterieur;;Landerneau;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;3;0;3;0;0;0;0;0;0;0;0;0;0;Team / Coach
25-26;8;Championat de France;Exterieur;;Landerneau;;Banc;TOTAUX EQUIPE;;;;;24;68;0,35;13;42;0,31;;;;;;;16;20;8;2;22;;9;67;14;26;40;17;10;4;2;5;21;10;0;75;0;TOTAUX EQUIPE
25-26;9;Championat de France;Domicile;;Charnay;Capitaine;Starter;A. Ngo Ndjock(C);35;36;0,6;35,6;;;;;;;;;;;;;;;;;;;;25;3;2;5;2;6;4;1;0;2;2;-1;18;0;A. Ngo Ndjock(C)
25-26;9;Championat de France;Domicile;;Charnay;;Starter;L. Mendez Camps;29;56;0,93;29,93;;;;;;;;;;0;0;;;;;;;;;22;0;3;3;5;4;4;0;0;3;6;-8;27;7;L. Mendez Camps
25-26;9;Championat de France;Domicile;;Charnay;;Starter;O. Diarisso;28;1;0,02;28,02;;;;;;;0;0;;;;;;;;;;;;13;1;2;3;0;0;0;1;1;4;1;-13;14;23;O. Diarisso
25-26;9;Championat de France;Domicile;;Charnay;;Starter;M. Williams;24;5;0,08;24,08;;;;;;;;;;;;;;;;;;;;13;2;1;3;1;2;0;0;0;2;1;-9;12;25;M. Williams
25-26;9;Championat de France;Domicile;;Charnay;;Starter;E. Mahoutou;28;19;0,32;28,32;;;;;;;0;0;;0;0;;;;;;;;;4;1;1;2;6;2;3;0;0;1;1;-9;11;26;E. Mahoutou
25-26;9;Championat de France;Domicile;;Charnay;;Banc;M. Dursus;20;25;0,42;20,42;0;3;0;0;2;0;0;1;0;;;;;;;;;;;2;2;0;2;2;2;1;0;0;3;3;-10;2;8;M. Dursus
25-26;9;Championat de France;Domicile;;Charnay;;Banc;L. Laisney;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;10;L. Laisney
25-26;9;Championat de France;Domicile;;Charnay;;Banc;B. Zempare;10;9;0,15;10,15;;;;;;;0;1;0;0;1;0;;;;;;;;4;2;0;2;1;0;2;0;0;0;1;3;5;21;B. Zempare
25-26;9;Championat de France;Domicile;;Charnay;;Banc;R. Le Seyec;13;6;0,1;13,1;0;2;0;0;1;0;0;1;0;0;0;;;;;;;;;0;0;0;0;1;1;0;0;0;2;0;9;-2;27;R. Le Seyec
